"ID"	"Name"	"RA"	"DEC"	"Obj. Type"	"Redshift"	"Host Name"	"Host Redshift"	"Discovering Group/s"	"Classifying Group/s"	"Associated Group/s"	"Disc. Internal Name"	"Disc. Instrument/s"	"Class. Instrument/s"	"TNS AT"	"Public"	"End Prop. Period"	"Discovery Mag"	"Discovery Mag Filter"	"Discovery Date (UT)"	"Sender"	"Ext. catalog/s"
"16517"	"SN 2016inu"	"12:36:43.210"	"+26:06:48.67"	"SN Ia"	""	"SDSS J123643.42+260647.1"	"0.020835"	"ASAS-SN"	"ASAS-SN"	"ASAS-SN"	"ASASSN-16np"	"ASASSN-1 - Brutus"	"FLWO-1.5m - FAST"	"1"	"1"	""	"15.9"	"V-Johnson"	"2016-11-14 15:21:36"	"Stanek"	""
"16515"	"SN 2016ins"	"08:07:27.418"	"+25:07:44.94"	"SN Ia"	"0.024"	"IC 0493"	"0.020708"	"ASAS-SN"	""	"ASAS-SN"	"ASASSN-16no"	"ASASSN-1 - Brutus"	"Other - Other"	"1"	"1"	""	"16.7"	"V-Johnson"	"2016-11-26 14:09:36"	"Stanek"	""
"16511"	"SN 2016ino"	"17:22:44.460"	"+62:09:44.40"	"SN Ic-BL"	"0.031"	"NGC6365A"	""	"GaiaAlerts"	""	"GaiaAlerts"	""	"Other - Other, Gaia - Gaia-photometric"	"Other - Other"	"1"	"1"	""	"17.8"	"Clear-"	"2016-11-25 18:01:26"	"Arbour"	""
"16450"	"SN 2016ilf"	"02:35:20.630"	"+35:11:30.20"	"SN Iax[02cx-like]"	"0.045"	"2MASX J02351956+3511426"	""	"TNTS, Pan-STARRS1"	"TNTS"	"Pan-STARRS1; TNTS"	""	"BAO-0.6m - BATC, PS1 - GPC1"	"Lijiang-2.4m - YFOSC"	"1"	"1"	""	"18.9"	"Clear-"	"2016-11-23 16:47:59"	"Li"	""
"16449"	"SN 2016ile"	"04:02:15.468"	"-32:58:55.30"	"SN Ia"	"0.065"	""	""	"ATLAS, GaiaAlerts"	"PESSTO"	"ATLAS; GaiaAlerts"	"ATLAS16dxm"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.41"	"orange-ATLAS"	"2016-11-11 11:41:16"	"ATLAS_Bot1"	""
"16437"	"SN 2016iks"	"23:07:21.530"	"+02:54:28.22"	"SN Ia-CSM"	"0.063"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bxa"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.64"	"G-Gaia"	"2016-11-20 10:12:00"	"Gaia_Bot1"	""
"16403"	"SN 2016ijk"	"01:29:04.620"	"+40:21:49.36"	"SN Ia"	"0.053"	""	""	"GaiaAlerts, iPTF"	""	"GaiaAlerts; iPTF"	"Gaia16car"	"P48 - CFH12k, Gaia - Gaia-photometric"	"NOT - ALFOSC"	"1"	"1"	""	"18.68"	"G-Gaia"	"2016-12-05 22:37:55"	"Gaia_Bot1"	""
"16402"	"SN 2016ijj"	"01:55:23.550"	"+21:17:10.05"	"SN Ia"	"0.041"	""	""	"ATLAS, iPTF"	"Padova-Asiago"	"ATLAS; iPTF"	"ATLAS16dys"	"P48 - CFH12k, ATLAS1 - ACAM1"	"Ekar - AFOSC"	"1"	"1"	""	"18.19"	"cyan-ATLAS"	"2016-11-29 08:39:50"	"ATLAS_Bot1"	""
"16398"	"SN 2016ijf"	"21:51:46.891"	"-55:44:17.99"	"SN Ia"	"0.032"	"APMUKS(BJ) B214820.71-555825.5"	""	"ASAS-SN, GaiaAlerts"	"ASAS-SN"	"ASAS-SN; GaiaAlerts"	"ASASSN-16nn"	"ASASSN-2 - Cassius, Gaia - Gaia-photometric"	"LCO-duPont - WFCCD"	"1"	"1"	""	"16.8"	"V-Johnson"	"2016-11-23 03:07:12"	"Stanek"	""
"16397"	"SN 2016ije"	"01:58:30.330"	"+12:55:27.90"	"SN Ia-91bg-like"	"0.04"	"SDSS J015830.25+125528.1"	""	"TNTS"	"TNTS"	"TNTS"	""	"BAO-0.6m - BATC"	"Lijiang-2.4m - YFOSC"	"1"	"1"	""	"17.8"	"Clear-"	"2016-11-22 17:02:24"	"Li"	""
"16395"	"SN 2016ijc"	"21:25:52.126"	"-37:24:12.17"	"SN Ia"	""	"2MASX J21255058-3724071"	"0.030685"	"ASAS-SN, GaiaAlerts"	"ASAS-SN"	"ASAS-SN; GaiaAlerts"	"ASASSN-16nm"	"ASASSN-2 - Cassius, Gaia - Gaia-photometric"	"LCO-duPont - WFCCD"	"1"	"1"	""	"16.7"	"V-Johnson"	"2016-11-23 01:55:12"	"Stanek"	""
"16393"	"SN 2016ija"	"04:12:07.620"	"-32:51:10.93"	"SN II"	"0.003468"	"NGC1532"	""	"DLT40, GaiaAlerts"	"iPTF, LCOGT SN-KP"	"DLT40; GaiaAlerts"	"DLT16am"	"Other - Other, Gaia - Gaia-photometric"	"P60 - SEDM, FTN - FLOYDS-N"	"1"	"1"	""	"18.5741"	"Clear-"	"2016-11-22 17:05:16"	"DLT40_bot1"	""
"16299"	"SN 2016ifk"	"02:47:33.240"	"-26:29:21.98"	"SN Ia"	"0.058"	""	""	"GaiaAlerts, ATLAS"	"PESSTO"	"ATLAS; GaiaAlerts"	"Gaia16bvs"	"Gaia - Gaia-photometric, ATLAS1 - ACAM1"	"ESO-NTT - EFOSC2-NTT, Lijiang-2.4m - YFOSC"	"1"	"1"	""	"17.65"	"G-Gaia"	"2016-11-16 03:11:31"	"Gaia_Bot1"	""
"16285"	"SN 2016iew"	"06:13:11.532"	"-24:16:19.49"	"SN Ia"	"0.058"	""	""	"ATLAS, GaiaAlerts"	"PESSTO"	"ATLAS; GaiaAlerts"	"ATLAS16dwx"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.18"	"orange-ATLAS"	"2016-11-11 13:22:04"	"ATLAS_Bot1"	""
"16279"	"SN 2016ieq"	"21:22:25.190"	"-11:56:54.82"	"SN IIn"	"0.066"	""	""	"GaiaAlerts, Pan-STARRS1"	""	"GaiaAlerts; Pan-STARRS1"	"Gaia16buy"	"Gaia - Gaia-photometric, PS1 - GPC1"	"NOT - ALFOSC"	"1"	"1"	""	"17.95"	"G-Gaia"	"2016-11-14 10:20:38"	"Gaia_Bot1"	""
"16266"	"SN 2016ied"	"08:58:59.778"	"+44:49:52.38"	"SN IIP"	"0.0479"	""	""	"Pan-STARRS1, iPTF"	"iPTF"	"iPTF; Pan-STARRS1"	"PS16fbs"	"PS1 - GPC1, P48 - CFH12k"	"P60 - SEDM"	"1"	"1"	""	"18.77"	"i-Sloan"	"2016-11-13 13:58:04"	"PS1_Bot1"	""
"16248"	"SN 2016idl"	"10:06:29.110"	"+22:26:44.27"	"SN IIn"	"0.058"	""	""	"GaiaAlerts"	"ASAS-SN"	"GaiaAlerts"	"Gaia16bug"	"Gaia - Gaia-photometric"	"MDM-2.4 - OSMOS"	"1"	"1"	""	"16.84"	"G-Gaia"	"2016-11-13 07:04:48"	"Gaia_Bot1"	""
"16221"	"SN 2016ick"	"00:07:03.152"	"-20:41:48.61"	"SN Ia"	"0.0525"	""	""	"Pan-STARRS1, GaiaAlerts"	""	"GaiaAlerts; Pan-STARRS1"	"PS16fbb"	"PS1 - GPC1, Gaia - Gaia-photometric"	"SALT - RSS"	"1"	"1"	""	"19.56"	"i-Sloan"	"2016-11-13 06:28:48"	"PS1_Bot1"	""
"16159"	"SN 2016iaf"	"05:47:04.805"	"-25:46:13.71"	"SN IIn"	"0.063"	""	""	"ATLAS, Pan-STARRS1"	"PESSTO"	"ATLAS; Pan-STARRS1"	"ATLAS16dvt"	"ATLAS1 - ACAM1, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.88"	"cyan-ATLAS"	"2016-10-30 13:40:47"	"ATLAS_Bot1"	""
"16158"	"SN 2016iae"	"04:12:05.526"	"-32:51:44.75"	"SN Ic"	"0.004"	""	""	"ATLAS, GaiaAlerts"	""	"ATLAS; GaiaAlerts"	"ATLAS16dvr"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric"	"Lijiang-2.4m - YFOSC, SALT - RSS"	"1"	"1"	""	"17.32"	"cyan-ATLAS"	"2016-11-07 11:22:33"	"ATLAS_Bot1"	""
"16063"	"SN 2016hwn"	"12:04:17.069"	"+21:48:03.28"	"SN II"	"0.028"	"KUG 1201+220"	"0.02145"	"ASAS-SN, GaiaAlerts"	"ASAS-SN"	"ASAS-SN; GaiaAlerts"	"ASASSN-16mz"	"ASASSN-1 - Brutus, Gaia - Gaia-photometric"	"LT - SPRAT"	"1"	"1"	""	"17.1"	"V-Johnson"	"2016-11-06 15:07:12"	"Stanek"	""
"16044"	"SN 2016hvu"	"22:35:55.560"	"+20:19:12.58"	"SN IIP"	"0.0185"	"NGC 7316"	"0.01852"	"SNHunt"	""	"CRTS; SNHunt"	""	"Other - Other"	"Lijiang-2.4m - YFOSC"	"1"	"1"	""	"17.6"	"V-crts-CRTS"	"2016-11-06 02:40:36"	"Drake"	""
"16035"	"SN 2016hvl"	"06:44:02.164"	"+12:23:47.84"	"SN Ia"	"0.013"	""	""	"ATLAS, LOSS, GaiaAlerts"	"PESSTO"	"ATLAS; GaiaAlerts; LOSS"	"ATLAS16dtf"	"ATLAS1 - ACAM1, Other - Other, Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.37"	"cyan-ATLAS"	"2016-11-04 14:47:02"	"ATLAS_Bot1"	""
"16005"	"SN 2016huh"	"08:57:05.138"	"-20:02:06.14"	"SN Ia"	"0.019"	"ESO 563- G 035 "	"0.018556"	"ASAS-SN, Pan-STARRS1"	"PESSTO"	"ASAS-SN; Pan-STARRS1"	"ASASSN-16mv"	"ASASSN-2 - Cassius, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"16.8"	"V-Johnson"	"2016-11-04 07:26:24"	"Stanek"	""
"15985"	"SN 2016htn"	"02:11:29.068"	"-16:30:37.17"	"SN Ia"	"0.053"	""	""	"ATLAS, Pan-STARRS1, GaiaAlerts"	"PESSTO"	"ATLAS; GaiaAlerts; Pan-STARRS1"	"ATLAS16dsj"	"ATLAS1 - ACAM1, PS1 - GPC1, Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.08"	"cyan-ATLAS"	"2016-11-03 10:12:00"	"ATLAS_Bot1"	""
"15984"	"SN 2016htm"	"02:32:02.621"	"-26:39:57.29"	"SN Ia"	"0.041"	""	""	"ATLAS, GaiaAlerts, Pan-STARRS1"	"PESSTO"	"ATLAS; GaiaAlerts; Pan-STARRS1"	"ATLAS16dsh"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.55"	"cyan-ATLAS"	"2016-11-03 10:23:31"	"ATLAS_Bot1"	""
"15983"	"SN 2016htl"	"19:53:55.346"	"-23:40:23.58"	"SN Ia"	"0.032"	""	""	"ATLAS"	"PESSTO"	"ATLAS"	"ATLAS16dse"	"ATLAS1 - ACAM1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.3"	"cyan-ATLAS"	"2016-10-30 06:01:26"	"ATLAS_Bot1"	""
"15969"	"SN 2016hsx"	"01:00:41.443"	"-00:26:38.83"	"SN Ia"	"0.0436"	"2MASX J01004149-0026406"	"0.0436"	"ASAS-SN"	"ASAS-SN"	"ASAS-SN"	"ASASSN-16mt"	"ASASSN-1 - Brutus"	"LCO-duPont - WFCCD"	"1"	"1"	""	"17.15"	"V-Johnson"	"2016-11-03 10:04:48"	"Stanek"	""
"15963"	"SN 2016hsr"	"03:02:00.160"	"+42:35:27.35"	"SN II"	""	"NGC 1164"	"0.0142"	"LOSS"	"LOSS"	"LOSS"	"kait-16bk"	"Other - Other"	"Lick-3m - KAST"	"1"	"1"	""	"18.5"	"Clear-"	"2016-11-02 08:00:47"	"Zheng"	""
"15941"	"SN 2016hrv"	"08:33:22.040"	"+52:31:51.40"	"SN II"	"0.0166"	"UGC 4461"	""	"ISSP, iPTF"	"Padova-Asiago"	"iPTF; ISSP"	""	"Other - Other, P48 - CFH12k"	"Ekar - AFOSC"	"1"	"1"	""	"17.4"	"Clear-"	"2016-10-31 03:36:00"	"Ciabattari"	""
"15902"	"SN 2016hqk"	"21:51:22.399"	"-25:18:37.22"	"SN Ia"	"0.059"	""	""	"ATLAS, Pan-STARRS1"	"PESSTO"	"ATLAS; Pan-STARRS1"	"ATLAS16dqo"	"ATLAS1 - ACAM1, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.91"	"cyan-ATLAS"	"2016-10-26 06:24:28"	"ATLAS_Bot1"	""
"15899"	"SN 2016hqh"	"07:57:05.808"	"+23:08:55.36"	"SN Ia"	"0.054"	""	""	"ATLAS, iPTF"	"PESSTO"	"ATLAS; iPTF"	"ATLAS16dqn"	"ATLAS1 - ACAM1, P48 - CFH12k"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.35"	"cyan-ATLAS"	"2016-10-24 15:01:26"	"ATLAS_Bot1"	""
"15897"	"SN 2016hqf"	"22:33:22.673"	"-01:21:25.39"	"SN Ia"	"0.055"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16evk"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.1"	"w-PS1"	"2016-10-30 06:00:00"	"PS1_Bot1"	""
"15888"	"SN 2016hpx"	"06:03:16.664"	"-26:53:54.82"	"SN Ia"	"0.033"	""	""	"ATLAS, GaiaAlerts, Pan-STARRS1"	"PESSTO"	"ATLAS; GaiaAlerts; Pan-STARRS1"	"ATLAS16dqh"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.03"	"cyan-ATLAS"	"2016-10-30 14:02:24"	"ATLAS_Bot1"	""
"15887"	"SN 2016hpw"	"21:09:07.883"	"-18:06:14.21"	"SN Ia"	"0.02"	""	""	"ATLAS"	"PESSTO"	"ATLAS"	"ATLAS16dqf"	"ATLAS1 - ACAM1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.56"	"cyan-ATLAS"	"2016-10-30 05:47:02"	"ATLAS_Bot1"	""
"15884"	"SN 2016hpt"	"21:54:36.581"	"-42:51:01.98"	"SN II"	"0.0266"	"GALEXASC J215436.98-425103.9"	""	"ASAS-SN"	"ASAS-SN"	"ASAS-SN"	"ASASSN-16ml"	"ASASSN-2 - Cassius"	"LCO-duPont - WFCCD"	"1"	"1"	""	"17"	"V-Johnson"	"2016-10-30 01:55:12"	"Stanek"	""
"15869"	"SN 2016hpe"	"09:21:19.082"	"+17:01:57.79"	"SN Ia-91T-like"	"0.028"	"SDSS J092119.07+170159.5"	""	"ASAS-SN"	"ASAS-SN"	"ASAS-SN"	"ASASSN-16mj"	"ASASSN-1 - Brutus"	"LT - SPRAT"	"1"	"1"	""	"16.4"	"V-Johnson"	"2016-10-28 14:38:24"	"Stanek"	""
"15858"	"SN 2016hot"	"01:53:19.454"	"+17:18:53.42"	"SN Ia"	"0.074"	""	""	"Pan-STARRS1"	"ASAS-SN"	"Pan-STARRS1"	"PS16etp"	"PS1 - GPC1"	"MDM-2.4 - OSMOS"	"1"	"1"	""	"17.94"	"w-PS1"	"2016-10-25 11:02:24"	"PS1_Bot1"	""
"15834"	"SN 2016hnv"	"02:01:30.467"	"+14:15:34.14"	"SN Ia"	"0.048"	""	""	"Pan-STARRS1"	"ASAS-SN"	"Pan-STARRS1"	"PS16esv"	"PS1 - GPC1"	"MDM-2.4 - OSMOS"	"1"	"1"	""	"17.75"	"i-Sloan"	"2016-10-24 12:23:02"	"PS1_Bot1"	""
"15824"	"SN 2016hnl"	"06:04:59.048"	"-33:24:40.01"	"SN Ia"	"0.027"	""	""	"ATLAS, GaiaAlerts"	"PESSTO"	"ATLAS; GaiaAlerts"	"ATLAS16dou"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.13"	"orange-ATLAS"	"2016-10-14 15:01:26"	"ATLAS_Bot1"	""
"15823"	"SN 2016hnk"	"02:13:16.635"	"-07:39:40.80"	"SN Ia"	"0.016"	""	""	"ATLAS"	"NUTS, PESSTO"	"ATLAS"	"ATLAS16dpc"	"ATLAS1 - ACAM1"	"NOT - ALFOSC, SOAR - Goodman, SALT - RSS, ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.91"	"cyan-ATLAS"	"2016-10-27 11:22:33"	"ATLAS_Bot1"	""
"15803"	"SN 2016hmq"	"04:25:04.917"	"-07:33:56.22"	"SN II"	"0.0174"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16esl"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.69"	"i-Sloan"	"2016-10-24 13:43:40"	"PS1_Bot1"	""
"15802"	"SN 2016hmp"	"04:54:13.649"	"-20:29:02.42"	"SN Ia-91T-like"	"0.062"	""	""	"ATLAS, GaiaAlerts, Pan-STARRS1"	"PESSTO"	"ATLAS; GaiaAlerts; Pan-STARRS1"	"ATLAS16dop"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.96"	"orange-ATLAS"	"2016-10-10 15:02:52"	"ATLAS_Bot1"	""
"15801"	"SN 2016hmo"	"19:58:41.310"	"-52:21:23.65"	"SN Ia"	"0.019"	"ESO 233-IG014"	"0.018913"	"ASAS-SN"	"LCOGT SN-KP"	"ASAS-SN"	"ASASSN-16mc"	"ASASSN-2 - Cassius"	"FTS - FLOYDS-S"	"1"	"1"	""	"16.8"	"V-Johnson"	"2016-10-21 03:50:24"	"Holoien"	""
"15769"	"SN 2016hli"	"03:43:38.452"	"+46:09:32.77"	"SN Ia"	"0.017"	""	""	"ATLAS"	"ASAS-SN"	"ATLAS"	"ATLAS16dod"	"ATLAS1 - ACAM1"	"MDM-2.4 - OSMOS"	"1"	"1"	""	"18.04"	"cyan-ATLAS"	"2016-10-25 10:32:09"	"ATLAS_Bot1"	""
"15748"	"SN 2016hkn"	"02:08:34.230"	"+29:14:11.10"	"SN II"	"0.022"	"NGC819"	""	"ISSP"	"NUTS"	"ISSP"	""	"Other - Other"	"NOT - ALFOSC"	"1"	"1"	""	"17.2"	"Clear-"	"2016-10-22 03:50:53"	"Briganti"	""
"15719"	"SN 2016hjk"	"02:31:43.403"	"-25:00:05.83"	"SN Ia-91T-like"	"0.085"	""	""	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS16eqv"	"PS1 - GPC1"	"SALT - RSS"	"1"	"1"	""	"19.42"	"i-Sloan"	"2016-10-12 10:42:14"	"PS1_Bot1"	""
"15715"	"SN 2016hjg"	"02:14:50.426"	"-24:51:05.33"	"SN IIP"	"0.0378"	""	""	"Pan-STARRS1, GaiaAlerts"	""	"GaiaAlerts; Pan-STARRS1"	"PS16eqx"	"PS1 - GPC1, Gaia - Gaia-photometric"	"Lijiang-2.4m - YFOSC"	"1"	"1"	""	"19.15"	"i-Sloan"	"2016-10-20 10:35:02"	"PS1_Bot1"	""
"15694"	"SN 2016hil"	"01:10:24.745"	"+14:12:15.54"	"SN II"	"0.06079"	""	""	"iPTF"	"iPTF"	"iPTF"	"iPTF16hil"	"P48 - CFH12k"	"Keck1 - LRIS"	"1"	"1"	"2018-10-23"	"20.0178"	"g-PTF"	"2016-10-22 07:55:12"	"iPTF_Bot1"	""
"15686"	"SN 2016hid"	"03:58:11.677"	"+15:48:02.33"	"SN Ia"	"0.044"	""	""	"ATLAS, iPTF, Pan-STARRS1"	"iPTF, PESSTO"	"ATLAS; iPTF; Pan-STARRS1"	"ATLAS16dqx"	"P48 - CFH12k, ATLAS1 - ACAM1, PS1 - GPC1"	"P60 - SEDM, ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"18.44"	"cyan-ATLAS"	"2016-10-24 11:49:55"	"ATLAS_Bot1"	""
"15682"	"SN 2016hhz"	"01:11:42.790"	"+35:16:31.90"	"SN II"	"0.0167"	"UGC 00748"	"0.0161"	"POSS, iPTF, GaiaAlerts"	"iPTF"	"GaiaAlerts; iPTF; POSS"	""	"P48 - CFH12k, Other - Other, Gaia - Gaia-photometric"	"P200 - DBSP"	"1"	"1"	""	"20"	"Clear-"	"2016-10-22 07:39:45"	"Puckett"	""
"15678"	"SN 2016hhv"	"23:35:48.477"	"+20:42:31.62"	"SN Ia"	"0.062"	""	""	"ATLAS, iPTF"	"PESSTO"	"ATLAS; iPTF"	"ATLAS16drn"	"P48 - CFH12k, ATLAS1 - ACAM1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.08"	"cyan-ATLAS"	"2016-10-24 08:41:16"	"ATLAS_Bot1"	""
"15676"	"SN 2016hht"	"10:24:05.323"	"+16:44:27.67"	"SN Ia"	"0.019"	"IC 0607"	"0.018596"	"ASAS-SN, GaiaAlerts, Pan-STARRS1"	""	"ASAS-SN; GaiaAlerts; Pan-STARRS1"	"ASASSN-16lx"	"ASASSN-1 - Brutus, Gaia - Gaia-photometric, PS1 - GPC1"	"Kanata - HOWPol"	"1"	"1"	""	"15.5"	"V-Johnson"	"2016-10-19 14:52:48"	"Stanek"	""
"15664"	"SN 2016hhh"	"01:35:54.650"	"+29:19:27.00"	"SN Ia"	"0.07"	""	""	"iPTF"	"iPTF"	"iPTF"	""	"P48 - CFH12k, Other - Other"	"DCT - Deveny-LMI"	"1"	"1"	""	"17.9"	"Clear-"	"2016-10-30 21:28:24"	"Mikuz"	""
"15654"	"SN 2016hgx"	"07:34:31.644"	"+58:07:37.57"	"SN Ia"	"0.036"	""	""	"iPTF"	"iPTF"	"iPTF"	"iPTF16hgx"	"P48 - CFH12k"	"P60 - SEDM"	"1"	"1"	"2016-11-02"	"18.672"	"g-PTF"	"2016-10-20 12:28:48"	"iPTF_Bot1"	""
"15653"	"SN 2016hgw"	"02:57:34.016"	"+05:58:41.30"	"SN Ia"	"0.023"	""	""	"ATLAS, iPTF"	"iPTF"	"ATLAS; iPTF"	"ATLAS16dpb"	"P48 - CFH12k, ATLAS1 - ACAM1"	"P60 - SEDM"	"1"	"1"	""	"17.16"	"cyan-ATLAS"	"2016-10-27 12:44:38"	"ATLAS_Bot1"	""
"15649"	"SN 2016hgs"	"00:50:51.391"	"+27:22:47.99"	"SN Ib-Ca-rich"	"0.017"	""	""	"iPTF"	"iPTF"	"iPTF"	"iPTF16hgs"	"P48 - CFH12k"	"Keck1 - LRIS"	"1"	"1"	"2018-06-28"	"18.6217"	"g-PTF"	"2016-10-20 08:39:50"	"iPTF_Bot1"	""
"15644"	"SN 2016hgn"	"23:41:22.413"	"-05:11:12.05"	"SN Ia"	"0.025"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16epj"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.79"	"i-Sloan"	"2016-10-17 08:57:07"	"PS1_Bot1"	""
"15643"	"SN 2016hgm"	"01:22:11.734"	"+00:57:07.78"	"SN II"	"0.008"	"NGC 493"	"0.0078"	"SNHunt, ATLAS, iPTF, Pan-STARRS1"	"PESSTO"	"ATLAS; CRTS; iPTF; Pan-STARRS1; SNHunt"	""	"Other - Other, ATLAS1 - ACAM1, P48 - CFH12k, PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.9"	"V-crts-CRTS"	"2016-10-19 09:10:45"	"Drake"	""
"15636"	"SN 2016hgf"	"04:51:45.970"	"+44:36:03.06"	"SN IIn"	"0.017179"	""	""	"GaiaAlerts"	"PTSS"	"GaiaAlerts"	"Gaia16bnq"	"Gaia - Gaia-photometric"	"BAO-2.16m - Cassegrain"	"1"	"1"	""	"17.84"	"G-Gaia"	"2016-10-16 08:55:40"	"Gaia_Bot1"	""
"15634"	"SN 2016hgd"	"09:59:07.462"	"+50:59:05.62"	"SN Ia"	"0.026"	""	""	"ATLAS, GaiaAlerts"	"ASAS-SN"	"ATLAS; GaiaAlerts"	"ATLAS16dmf"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric"	"MDM-2.4 - OSMOS"	"1"	"1"	""	"17.74"	"orange-ATLAS"	"2016-10-13 15:04:19"	"ATLAS_Bot1"	""
"15627"	"SN 2016hfw"	"04:40:06.517"	"+06:20:43.24"	"SN II"	"0.035"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16epa"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.73"	"i-Sloan"	"2016-10-13 12:59:02"	"PS1_Bot1"	""
"15609"	"SN 2016hfe"	"20:06:45.570"	"-31:00:44.51"	"SN Ia"	"0.035"	""	""	"ATLAS"	"PESSTO"	"ATLAS"	"ATLAS16dkv"	"ATLAS1 - ACAM1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"17.44"	"orange-ATLAS"	"2016-10-14 05:44:09"	"ATLAS_Bot1"	""
"15606"	"SN 2016hfb"	"02:53:58.700"	"+05:59:23.46"	"SN II"	"0.026"	""	""	"Pan-STARRS1, iPTF"	""	"iPTF; Pan-STARRS1"	"PS16eot"	"PS1 - GPC1, P48 - CFH12k"	"SALT - RSS"	"1"	"1"	""	"18.46"	"i-Sloan"	"2016-10-11 10:03:21"	"PS1_Bot1"	""
"15574"	"SN 2016hdv"	"02:10:23.857"	"+44:10:36.63"	"SN Ia"	"0.039"	""	""	"ATLAS, iPTF"	"iPTF"	"ATLAS; iPTF"	"ATLAS16dob"	"P48 - CFH12k, ATLAS1 - ACAM1"	"Gemini-N - GMOS"	"1"	"1"	""	"17.91"	"orange-ATLAS"	"2016-10-16 11:41:16"	"ATLAS_Bot1"	""
"15510"	"SN 2016hbj"	"00:18:23.818"	"+16:41:32.95"	"SN Ia"	"0.205"	""	""	"Pan-STARRS1"	"PESSTO"	"Pan-STARRS1"	"PS16eny"	"PS1 - GPC1"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"20.73"	"w-PS1"	"2016-10-06 11:00:57"	"PS1_Bot1"	""
"15504"	"SN 2016hbd"	"02:56:06.196"	"+27:42:05.55"	"SN IIP"	"0.022"	""	""	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS16eoa"	"PS1 - GPC1"	"NOT - ALFOSC"	"1"	"1"	""	"17.45"	"w-PS1"	"2016-10-08 09:43:12"	"PS1_Bot1"	""
"15502"	"SN 2016hbb"	"18:35:47.170"	"+22:28:30.36"	"SN II"	"0.013"	"UGC11289"	"0.013323"	"LOSS, GaiaAlerts"	"LCOGT SN-KP"	"GaiaAlerts; LOSS"	"kait-16az"	"Other - Other, Gaia - Gaia-photometric"	"FTN - FLOYDS-N"	"1"	"1"	""	"18.6"	"Clear-"	"2016-10-09 03:30:30"	"Zheng"	""
"15498"	"SN 2016hax"	"21:36:02.280"	"+01:53:08.45"	"SN Ia"	"0.089"	""	""	"GaiaAlerts"	"PESSTO"	"GaiaAlerts"	"Gaia16bmh"	"Gaia - Gaia-photometric"	"ESO-NTT - EFOSC2-NTT"	"1"	"1"	""	"19.26"	"G-Gaia"	"2016-10-02 23:12:28"	"Gaia_Bot1"	""
